cellId,FID_1,FID_1_1,ID_NIL,NIL,AreaHA,AreaMQ
1461,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1462,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1558,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1559,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1560,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1561,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1562,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1563,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1657,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1658,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1659,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1660,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1661,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1662,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1663,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1664,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1754,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1755,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1756,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1757,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1758,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1759,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1760,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1761,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1762,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1763,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1764,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1765,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1766,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1854,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1855,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1856,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1857,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1858,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1859,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1860,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1861,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1862,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1863,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1864,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1865,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1866,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1954,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1955,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1956,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1957,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1958,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1959,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1960,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1961,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1962,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1963,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1964,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1965,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1966,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1967,61,61,39,QUINTOSOLE,105.75288,1057528.77299
1968,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1969,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
1970,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2052,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2053,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2054,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2055,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2056,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2057,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2058,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2059,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2060,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2061,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2062,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2063,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2064,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2065,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2066,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2067,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2068,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2069,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2149,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2150,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2151,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2152,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2153,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2154,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2155,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2156,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2157,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2158,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2159,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2160,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2161,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2162,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2163,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2164,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2165,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2166,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2167,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2168,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2169,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2249,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2250,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2251,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2252,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2253,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2254,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2255,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2256,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2257,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2258,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2259,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2260,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2261,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2262,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2263,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2264,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2265,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2266,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2267,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2268,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2269,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2349,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2350,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2351,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2352,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2353,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2354,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2355,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2356,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2357,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2358,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2359,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2360,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2361,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2362,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2363,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2364,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2365,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2366,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2367,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2368,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2369,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2370,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2449,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2450,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2451,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2452,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2453,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2454,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2455,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2456,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2457,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2458,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2459,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2460,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2461,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2462,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2463,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2464,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2465,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2466,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2467,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2468,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2469,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2470,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2471,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2472,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2473,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2474,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2475,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2476,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2477,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2478,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2549,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2550,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2551,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2552,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2553,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2554,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2555,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2556,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2557,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2558,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2559,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2560,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2561,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2562,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2563,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2564,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2565,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2566,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2567,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2568,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2569,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2570,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2571,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2572,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2573,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2574,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2575,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2576,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2577,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2578,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2648,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2649,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2650,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2651,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2652,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2653,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2654,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2655,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2656,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2657,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2658,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2659,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2660,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2661,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2662,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2663,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2664,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2665,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2666,61,61,39,QUINTOSOLE,105.75288,1057528.77299
2667,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2668,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2669,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2670,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2671,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2672,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2673,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2674,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2675,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2676,63,63,34,CHIARAVALLE,31.16401,311640.11677
2677,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2678,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2679,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2680,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2741,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2742,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2743,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2746,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2747,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2748,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2749,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2750,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2751,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2752,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2753,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2754,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2755,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2756,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2757,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2758,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2759,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2760,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2761,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2762,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2763,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2764,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2765,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2766,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2767,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2768,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2769,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2770,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2771,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2772,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2773,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2774,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2775,63,63,34,CHIARAVALLE,31.16401,311640.11677
2776,63,63,34,CHIARAVALLE,31.16401,311640.11677
2777,63,63,34,CHIARAVALLE,31.16401,311640.11677
2778,63,63,34,CHIARAVALLE,31.16401,311640.11677
2779,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2780,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2840,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2841,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2842,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2843,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2844,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2845,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2846,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2847,84,84,47,CANTALUPA,92.67168,926716.80594
2848,84,84,47,CANTALUPA,92.67168,926716.80594
2849,84,84,47,CANTALUPA,92.67168,926716.80594
2850,84,84,47,CANTALUPA,92.67168,926716.80594
2851,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2852,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2853,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2854,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2855,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2856,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2857,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2858,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2859,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2860,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2861,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2862,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2863,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2864,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2865,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2866,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2867,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2868,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2869,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2870,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2871,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2872,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2873,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2874,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2875,63,63,34,CHIARAVALLE,31.16401,311640.11677
2876,63,63,34,CHIARAVALLE,31.16401,311640.11677
2877,63,63,34,CHIARAVALLE,31.16401,311640.11677
2878,63,63,34,CHIARAVALLE,31.16401,311640.11677
2879,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2940,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2941,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2942,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2943,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2944,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2945,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2946,84,84,47,CANTALUPA,92.67168,926716.80594
2947,84,84,47,CANTALUPA,92.67168,926716.80594
2948,84,84,47,CANTALUPA,92.67168,926716.80594
2949,84,84,47,CANTALUPA,92.67168,926716.80594
2950,84,84,47,CANTALUPA,92.67168,926716.80594
2951,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
2952,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2953,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2954,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2955,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2956,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
2957,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2958,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2959,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2960,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2961,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2962,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2963,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2964,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2965,67,67,38,RIPAMONTI,185.32335,1853233.49804
2966,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2967,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2968,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2969,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2970,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2971,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2972,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2973,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2974,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
2975,63,63,34,CHIARAVALLE,31.16401,311640.11677
2976,63,63,34,CHIARAVALLE,31.16401,311640.11677
2977,63,63,34,CHIARAVALLE,31.16401,311640.11677
2978,63,63,34,CHIARAVALLE,31.16401,311640.11677
3040,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
3041,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
3042,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
3043,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
3044,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
3045,85,85,86,PARCO DEI NAVIGLI,361.78363,3617836.27266
3046,84,84,47,CANTALUPA,92.67168,926716.80594
3047,84,84,47,CANTALUPA,92.67168,926716.80594
3048,84,84,47,CANTALUPA,92.67168,926716.80594
3049,84,84,47,CANTALUPA,92.67168,926716.80594
3050,84,84,47,CANTALUPA,92.67168,926716.80594
3051,84,84,47,CANTALUPA,92.67168,926716.80594
3052,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
3053,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
3054,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
3055,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
3056,43,43,41,GRATOSOGLIO - TICINELLO,331.28183,3312818.31794
3057,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3058,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3059,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3060,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3061,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3062,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3063,67,67,38,RIPAMONTI,185.32335,1853233.49804
3064,67,67,38,RIPAMONTI,185.32335,1853233.49804
3065,67,67,38,RIPAMONTI,185.32335,1853233.49804
3066,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3067,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3068,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
3069,64,64,85,PARCO DELLE ABBAZIE,1372.20000,13722000.00000
